18S_rRNA	18S_rRNA.1	DOID:9643	Babesiosis	7.225	3.612	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=18S_rRNA&type2=-26&id2=DOID:9643
CHL1-AS1	CHL1-AS1	DOID:1612	Breast cancer	1.052	0.526	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CHL1-AS1&type2=-26&id2=DOID:1612
CHRM3-AS2	CHRM3-AS2	DOID:1612	Breast cancer	1.357	0.679	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CHRM3-AS2&type2=-26&id2=DOID:1612
CIRBP-AS1	CIRBP-AS1	DOID:1612	Breast cancer	1.742	0.871	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CIRBP-AS1&type2=-26&id2=DOID:1612
CKMT2-AS1	CKMT2-AS1	DOID:1612	Breast cancer	1.466	0.733	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CKMT2-AS1&type2=-26&id2=DOID:1612
CNTFR-AS1	CNTFR-AS1	DOID:1612	Breast cancer	1.392	0.696	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CNTFR-AS1&type2=-26&id2=DOID:1612
COL18A1-AS1	COL18A1-AS1	DOID:1612	Breast cancer	1.442	0.721	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=COL18A1-AS1&type2=-26&id2=DOID:1612
COL4A2-AS1	COL4A2-AS1	DOID:1612	Breast cancer	2.277	1.139	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=COL4A2-AS1&type2=-26&id2=DOID:1612
COLCA1	COLCA1	DOID:1612	Breast cancer	1.731	0.865	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=COLCA1&type2=-26&id2=DOID:1612
COPG2IT1	COPG2IT1	DOID:1612	Breast cancer	1.151	0.575	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=COPG2IT1&type2=-26&id2=DOID:1612
COX10-AS1	COX10-AS1	DOID:1612	Breast cancer	1.758	0.879	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=COX10-AS1&type2=-26&id2=DOID:1612
CPS1-IT1	CPS1-IT1	DOID:1612	Breast cancer	2.208	1.104	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CPS1-IT1&type2=-26&id2=DOID:1612
CRNDE	CRNDE	DOID:1612	Breast cancer	4.222	2.111	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CRNDE&type2=-26&id2=DOID:1612
CTA-384D8.34	CTA-384D8.34	DOID:1612	Breast cancer	1.864	0.932	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTA-384D8.34&type2=-26&id2=DOID:1612
CTB-31O20.3	CTB-31O20.3	DOID:1612	Breast cancer	1.163	0.582	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTB-31O20.3&type2=-26&id2=DOID:1612
CTB-58E17.1	CTB-58E17.1	DOID:1612	Breast cancer	1.160	0.580	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTB-58E17.1&type2=-26&id2=DOID:1612
CTB-92J24.3	CTB-92J24.3	DOID:1612	Breast cancer	1.285	0.642	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTB-92J24.3&type2=-26&id2=DOID:1612
CTBP1-AS	CTBP1-AS	DOID:1612	Breast cancer	2.563	1.282	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTBP1-AS&type2=-26&id2=DOID:1612
CTBP1-AS2	CTBP1-AS2	DOID:1612	Breast cancer	1.809	0.904	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTBP1-AS2&type2=-26&id2=DOID:1612
CTC-231O11.1	CTC-231O11.1	DOID:1612	Breast cancer	1.475	0.738	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTC-231O11.1&type2=-26&id2=DOID:1612
CTC-260E6.4	CTC-260E6.4	DOID:1612	Breast cancer	1.119	0.559	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTC-260E6.4&type2=-26&id2=DOID:1612
CTC-297N7.9	CTC-297N7.9	DOID:1612	Breast cancer	1.236	0.618	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTC-297N7.9&type2=-26&id2=DOID:1612
CTC-537E7.2	CTC-537E7.2	DOID:1612	Breast cancer	1.358	0.679	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTC-537E7.2&type2=-26&id2=DOID:1612
CTD-2015G9.2	CTD-2015G9.2	DOID:1612	Breast cancer	1.975	0.988	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-2015G9.2&type2=-26&id2=DOID:1612
CTD-2023M8.1	CTD-2023M8.1	DOID:1612	Breast cancer	1.250	0.625	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-2023M8.1&type2=-26&id2=DOID:1612
CTD-2031P19.5	CTD-2031P19.5	DOID:1612	Breast cancer	1.373	0.687	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-2031P19.5&type2=-26&id2=DOID:1612
CTD-2131I18.1	CTD-2131I18.1	DOID:1612	Breast cancer	2.935	1.467	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-2131I18.1&type2=-26&id2=DOID:1612
CTD-2245E15.3	CTD-2245E15.3	DOID:1612	Breast cancer	1.157	0.579	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-2245E15.3&type2=-26&id2=DOID:1612
CTD-2510F5.4	CTD-2510F5.4	DOID:1612	Breast cancer	1.493	0.747	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-2510F5.4&type2=-26&id2=DOID:1612
CTD-2527I21.15	CTD-2527I21.15	DOID:1612	Breast cancer	1.318	0.659	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-2527I21.15&type2=-26&id2=DOID:1612
CTD-2552K11.2	CTD-2552K11.2	DOID:1612	Breast cancer	1.185	0.593	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-2552K11.2&type2=-26&id2=DOID:1612
CTD-2566J3.1	CTD-2566J3.1	DOID:1612	Breast cancer	1.053	0.526	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-2566J3.1&type2=-26&id2=DOID:1612
CTD-2589M5.4	CTD-2589M5.4	DOID:1612	Breast cancer	1.047	0.524	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-2589M5.4&type2=-26&id2=DOID:1612
CTD-3032H12.1	CTD-3032H12.1	DOID:1612	Breast cancer	1.517	0.759	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-3032H12.1&type2=-26&id2=DOID:1612
CTD-3051D23.1	CTD-3051D23.1	DOID:1612	Breast cancer	1.029	0.514	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-3051D23.1&type2=-26&id2=DOID:1612
CTD-3137H5.1	CTD-3137H5.1	DOID:1612	Breast cancer	1.283	0.642	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-3137H5.1&type2=-26&id2=DOID:1612
CTD-3157E16.1	CTD-3157E16.1	DOID:1612	Breast cancer	1.072	0.536	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CTD-3157E16.1&type2=-26&id2=DOID:1612
CYP1B1-AS1	CYP1B1-AS1	DOID:1612	Breast cancer	2.006	1.003	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CYP1B1-AS1&type2=-26&id2=DOID:1612
CYP4A22-AS1	CYP4A22-AS1	DOID:1612	Breast cancer	1.215	0.608	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=CYP4A22-AS1&type2=-26&id2=DOID:1612
DACOR1	DACOR1	DOID:1612	Breast cancer	1.587	0.793	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DACOR1&type2=-26&id2=DOID:1612
DANCR	DANCR	DOID:1612	Breast cancer	4.573	2.286	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DANCR&type2=-26&id2=DOID:1612
DAPK1-IT1	DAPK1-IT1	DOID:1612	Breast cancer	1.049	0.525	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DAPK1-IT1&type2=-26&id2=DOID:1612
DARS-AS1	DARS-AS1	DOID:1612	Breast cancer	2.681	1.340	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DARS-AS1&type2=-26&id2=DOID:1612
DBH-AS1	DBH-AS1	DOID:1612	Breast cancer	2.118	1.059	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DBH-AS1&type2=-26&id2=DOID:1612
DDX11-AS1	DDX11-AS1	DOID:1612	Breast cancer	2.738	1.369	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DDX11-AS1&type2=-26&id2=DOID:1612
DEPDC1-AS1	DEPDC1-AS1	DOID:1612	Breast cancer	1.755	0.878	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DEPDC1-AS1&type2=-26&id2=DOID:1612
DGCR5	DGCR5	DOID:1612	Breast cancer	3.044	1.522	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DGCR5&type2=-26&id2=DOID:1612
DGCR9	DGCR9	DOID:1612	Breast cancer	1.190	0.595	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DGCR9&type2=-26&id2=DOID:1612
DGUOK-AS1	DGUOK-AS1	DOID:1612	Breast cancer	1.927	0.964	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DGUOK-AS1&type2=-26&id2=DOID:1612
DHRS4-AS1	DHRS4-AS1	DOID:1612	Breast cancer	2.210	1.105	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DHRS4-AS1&type2=-26&id2=DOID:1612
DICER1-AS1	DICER1-AS1	DOID:1612	Breast cancer	2.283	1.141	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DICER1-AS1&type2=-26&id2=DOID:1612
DIO3OS	DIO3OS	DOID:1612	Breast cancer	2.441	1.221	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DIO3OS&type2=-26&id2=DOID:1612
DKFZp779M0652	DKFZp779M0652	DOID:1612	Breast cancer	1.319	0.659	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DKFZp779M0652&type2=-26&id2=DOID:1612
DLEU1	DLEU1	DOID:1612	Breast cancer	3.231	1.616	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DLEU1&type2=-26&id2=DOID:1612
DLEU2	DLEU2	DOID:1612	Breast cancer	3.610	1.805	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DLEU2&type2=-26&id2=DOID:1612
DLEU7-AS1	DLEU7-AS1	DOID:1612	Breast cancer	1.559	0.780	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DLEU7-AS1&type2=-26&id2=DOID:1612
DLG1-AS1	DLG1-AS1	DOID:1612	Breast cancer	1.770	0.885	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DLG1-AS1&type2=-26&id2=DOID:1612
DLG2-AS1	DLG2-AS1	DOID:1612	Breast cancer	1.525	0.762	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DLG2-AS1&type2=-26&id2=DOID:1612
DLG5-AS1	DLG5-AS1	DOID:1612	Breast cancer	1.259	0.630	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DLG5-AS1&type2=-26&id2=DOID:1612
DLGAP1-AS1	DLGAP1-AS1	DOID:1612	Breast cancer	2.715	1.357	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DLGAP1-AS1&type2=-26&id2=DOID:1612
DLGAP1-AS2	DLGAP1-AS2	DOID:1612	Breast cancer	1.747	0.874	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DLGAP1-AS2&type2=-26&id2=DOID:1612
DLX6-AS1	DLX6-AS1	DOID:1612	Breast cancer	3.557	1.779	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DLX6-AS1&type2=-26&id2=DOID:1612
DNAJC3-AS1	DNAJC3-AS1	DOID:1612	Breast cancer	1.879	0.939	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DNAJC3-AS1&type2=-26&id2=DOID:1612
DNM3OS	DNM3OS	DOID:1612	Breast cancer	2.757	1.378	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DNM3OS&type2=-26&id2=DOID:1612
DNMBP-AS1	DNMBP-AS1	DOID:1612	Breast cancer	1.770	0.885	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DNMBP-AS1&type2=-26&id2=DOID:1612
DOCK9-AS2	DOCK9-AS2	DOID:1612	Breast cancer	1.749	0.874	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DOCK9-AS2&type2=-26&id2=DOID:1612
DPP10-AS1	DPP10-AS1	DOID:1612	Breast cancer	1.800	0.900	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DPP10-AS1&type2=-26&id2=DOID:1612
DPP10-AS3	DPP10-AS3	DOID:1612	Breast cancer	1.015	0.508	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DPP10-AS3&type2=-26&id2=DOID:1612
DSCAM-AS1	DSCAM-AS1	DOID:1612	Breast cancer	4.303	2.152	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DSCAM-AS1&type2=-26&id2=DOID:1612
DSCR9	DSCR9	DOID:1612	Breast cancer	1.238	0.619	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DSCR9&type2=-26&id2=DOID:1612
DYNLL1-AS1	DYNLL1-AS1	DOID:1612	Breast cancer	2.392	1.196	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=DYNLL1-AS1&type2=-26&id2=DOID:1612
EBLN3	EBLN3	DOID:1612	Breast cancer	2.397	1.199	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=EBLN3&type2=-26&id2=DOID:1612
EGFR-AS1	EGFR-AS1	DOID:1612	Breast cancer	2.398	1.199	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=EGFR-AS1&type2=-26&id2=DOID:1612
EGOT	EGOT	DOID:1612	Breast cancer	3.117	1.558	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=EGOT&type2=-26&id2=DOID:1612
EIF1B-AS1	EIF1B-AS1	DOID:1612	Breast cancer	1.526	0.763	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=EIF1B-AS1&type2=-26&id2=DOID:1612
EIF3J-AS1	EIF3J-AS1	DOID:1612	Breast cancer	2.052	1.026	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=EIF3J-AS1&type2=-26&id2=DOID:1612
ELDR	ELDR	DOID:1612	Breast cancer	1.200	0.600	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ELDR&type2=-26&id2=DOID:1612
ELFN1-AS1	ELFN1-AS1	DOID:1612	Breast cancer	2.693	1.347	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ELFN1-AS1&type2=-26&id2=DOID:1612
ELOVL2-AS1	ELOVL2-AS1	DOID:1612	Breast cancer	2.099	1.050	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ELOVL2-AS1&type2=-26&id2=DOID:1612
EMX2OS	EMX2OS	DOID:1612	Breast cancer	2.330	1.165	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=EMX2OS&type2=-26&id2=DOID:1612
ENO1-IT1	ENO1-IT1	DOID:1612	Breast cancer	1.762	0.881	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENO1-IT1&type2=-26&id2=DOID:1612
ENSP00000000233	ARF5	DOID:1612	Breast cancer	2.787	1.393	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000000233&type2=-26&id2=DOID:1612
ENSP00000000412	M6PR	DOID:1612	Breast cancer	1.873	0.937	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000000412&type2=-26&id2=DOID:1612
ENSP00000001008	FKBP4	DOID:1612	Breast cancer	3.662	1.831	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000001008&type2=-26&id2=DOID:1612
ENSP00000001146	CYP26B1	DOID:1612	Breast cancer	2.896	1.448	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000001146&type2=-26&id2=DOID:1612
ENSP00000002165	FUCA2	DOID:1612	Breast cancer	2.042	1.021	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000002165&type2=-26&id2=DOID:1612
ENSP00000002596	HS3ST1	DOID:1612	Breast cancer	2.350	1.175	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000002596&type2=-26&id2=DOID:1612
ENSP00000002829	SEMA3F	DOID:1612	Breast cancer	3.728	1.864	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000002829&type2=-26&id2=DOID:1612
ENSP00000003084	CFTR	DOID:1612	Breast cancer	4.116	2.058	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000003084&type2=-26&id2=DOID:1612
ENSP00000003100	CYP51A1	DOID:1612	Breast cancer	3.232	1.616	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000003100&type2=-26&id2=DOID:1612
ENSP00000003302	USP28	DOID:1612	Breast cancer	4.379	2.189	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000003302&type2=-26&id2=DOID:1612
ENSP00000004531	SLC7A2	DOID:1612	Breast cancer	2.897	1.449	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000004531&type2=-26&id2=DOID:1612
ENSP00000004982	HSPB6	DOID:1612	Breast cancer	2.797	1.399	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000004982&type2=-26&id2=DOID:1612
ENSP00000005178	PDK4	DOID:1612	Breast cancer	3.952	1.976	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000005178&type2=-26&id2=DOID:1612
ENSP00000005257	RALA	DOID:1612	Breast cancer	4.343	2.172	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000005257&type2=-26&id2=DOID:1612
ENSP00000005260	BAIAP2L1	DOID:1612	Breast cancer	2.808	1.404	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000005260&type2=-26&id2=DOID:1612
ENSP00000005286	TMEM132A	DOID:1612	Breast cancer	1.618	0.809	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000005286&type2=-26&id2=DOID:1612
ENSP00000005340	DVL2	DOID:1612	Breast cancer	4.234	2.117	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000005340&type2=-26&id2=DOID:1612
ENSP00000005386	RPAP3	DOID:1612	Breast cancer	1.942	0.971	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000005386&type2=-26&id2=DOID:1612
ENSP00000005587	SKAP2	DOID:1612	Breast cancer	2.154	1.077	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000005587&type2=-26&id2=DOID:1612
ENSP00000005995	PRSS21	DOID:1612	Breast cancer	2.273	1.136	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000005995&type2=-26&id2=DOID:1612
ENSP00000006015	HOXA11	DOID:1612	Breast cancer	3.755	1.877	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000006015&type2=-26&id2=DOID:1612
ENSP00000006053	CX3CL1	DOID:1612	Breast cancer	4.336	2.168	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000006053&type2=-26&id2=DOID:1612
ENSP00000006275	TRAPPC6A	DOID:1612	Breast cancer	1.023	0.511	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000006275&type2=-26&id2=DOID:1612
ENSP00000006724	CEACAM7	DOID:1612	Breast cancer	2.662	1.331	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000006724&type2=-26&id2=DOID:1612
ENSP00000006777	RHBDD2	DOID:1612	Breast cancer	2.698	1.349	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000006777&type2=-26&id2=DOID:1612
ENSP00000007699	YBX2	DOID:1612	Breast cancer	2.826	1.413	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000007699&type2=-26&id2=DOID:1612
ENSP00000007735	KRT33A	DOID:1612	Breast cancer	3.240	1.620	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000007735&type2=-26&id2=DOID:1612
ENSP00000008391	TFAP2D	DOID:1612	Breast cancer	2.792	1.396	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000008391&type2=-26&id2=DOID:1612
ENSP00000008527	CRY1	DOID:1612	Breast cancer	3.954	1.977	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000008527&type2=-26&id2=DOID:1612
ENSP00000008938	PGLYRP1	DOID:1612	Breast cancer	2.481	1.241	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000008938&type2=-26&id2=DOID:1612
ENSP00000009041	STARD3NL	DOID:1612	Breast cancer	1.152	0.576	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000009041&type2=-26&id2=DOID:1612
ENSP00000009105	CAMK1G	DOID:1612	Breast cancer	1.859	0.929	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000009105&type2=-26&id2=DOID:1612
ENSP00000009530	CD74	DOID:1612	Breast cancer	4.599	2.300	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000009530&type2=-26&id2=DOID:1612
ENSP00000010299	FAM76A	DOID:1612	Breast cancer	1.611	0.806	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000010299&type2=-26&id2=DOID:1612
ENSP00000011292	CPA1	DOID:1612	Breast cancer	2.649	1.324	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000011292&type2=-26&id2=DOID:1612
ENSP00000011619	RANBP9	DOID:1612	Breast cancer	2.364	1.182	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000011619&type2=-26&id2=DOID:1612
ENSP00000011653	CD4	DOID:1612	Breast cancer	6.920	3.460	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000011653&type2=-26&id2=DOID:1612
ENSP00000011898	TSPAN9	DOID:1612	Breast cancer	2.200	1.100	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000011898&type2=-26&id2=DOID:1612
ENSP00000012049	QPCTL	DOID:1612	Breast cancer	2.117	1.058	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000012049&type2=-26&id2=DOID:1612
ENSP00000012443	PPP5C	DOID:1612	Breast cancer	2.700	1.350	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000012443&type2=-26&id2=DOID:1612
ENSP00000013070	UBR7	DOID:1612	Breast cancer	2.545	1.272	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000013070&type2=-26&id2=DOID:1612
ENSP00000013125	MAP4K5	DOID:1612	Breast cancer	2.039	1.020	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000013125&type2=-26&id2=DOID:1612
ENSP00000013222	INMT	DOID:1612	Breast cancer	2.290	1.145	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000013222&type2=-26&id2=DOID:1612
ENSP00000013807	ERCC1	DOID:1612	Breast cancer	5.106	2.553	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000013807&type2=-26&id2=DOID:1612
ENSP00000014914	GPRC5A	DOID:1612	Breast cancer	3.631	1.815	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000014914&type2=-26&id2=DOID:1612
ENSP00000016171	COX15	DOID:1612	Breast cancer	1.779	0.889	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000016171&type2=-26&id2=DOID:1612
ENSP00000016913	MS4A12	DOID:1612	Breast cancer	1.657	0.829	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000016913&type2=-26&id2=DOID:1612
ENSP00000017003	XYLT2	DOID:1612	Breast cancer	2.257	1.129	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000017003&type2=-26&id2=DOID:1612
ENSP00000019103	SCTR	DOID:1612	Breast cancer	2.333	1.167	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000019103&type2=-26&id2=DOID:1612
ENSP00000020926	SYT13	DOID:1612	Breast cancer	1.945	0.972	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000020926&type2=-26&id2=DOID:1612
ENSP00000020945	SNAI2	DOID:1612	Breast cancer	6.664	3.332	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000020945&type2=-26&id2=DOID:1612
ENSP00000023064	SLC7A9	DOID:1612	Breast cancer	1.545	0.772	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000023064&type2=-26&id2=DOID:1612
ENSP00000025008	RB1CC1	DOID:1612	Breast cancer	4.525	2.262	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000025008&type2=-26&id2=DOID:1612
ENSP00000025301	AKAP11	DOID:1612	Breast cancer	2.178	1.089	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000025301&type2=-26&id2=DOID:1612
ENSP00000027335	CDH17	DOID:1612	Breast cancer	5.844	2.922	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000027335&type2=-26&id2=DOID:1612
ENSP00000029410	B4GALT7	DOID:1612	Breast cancer	1.602	0.801	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000029410&type2=-26&id2=DOID:1612
ENSP00000033079	FAM13B	DOID:1612	Breast cancer	1.492	0.746	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000033079&type2=-26&id2=DOID:1612
ENSP00000035307	CHPF2	DOID:1612	Breast cancer	1.775	0.888	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000035307&type2=-26&id2=DOID:1612
ENSP00000037243	GABARAPL2	DOID:1612	Breast cancer	4.039	2.020	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000037243&type2=-26&id2=DOID:1612
ENSP00000037502	MYOC	DOID:1612	Breast cancer	2.039	1.020	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000037502&type2=-26&id2=DOID:1612
ENSP00000039007	OTC	DOID:1612	Breast cancer	2.122	1.061	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000039007&type2=-26&id2=DOID:1612
